9400	5.02622	7.10815
9500	5.01037	7.08573
9600	4.99466	7.06352
9700	4.97911	7.04152
9800	4.9637	7.01973
9900	4.94843	6.99813
10000	4.9333	6.97673
10100	4.9183	6.95553
10200	4.90345	6.93452
10300	4.88872	6.9137
10400	4.87413	6.89307
10500	4.85967	6.87262
10600	4.84534	6.85235
10700	4.83113	6.83226
10800	4.81705	6.81234
10900	4.80309	6.7926
11000	4.78925	6.77303
11100	4.77553	6.75362
11200	4.76193	6.73438
11300	4.74844	6.71531
11400	4.73507	6.6964
11500	4.72181	6.67764
11600	4.70866	6.65905
11700	4.69562	6.6406
11800	4.68268	6.62231
11900	4.66985	6.60417
12000	4.65713	6.58618
12100	4.64451	6.56833
12200	4.632	6.55063
12300	4.61958	6.53307
12400	4.60726	6.51565
12500	4.59504	6.49837
12600	4.58292	6.48123
12700	4.5709	6.46422
12800	4.55896	6.44735
12900	4.54712	6.4306
13000	4.53538	6.41399
13100	4.52372	6.3975
13200	4.51215	6.38115
13300	4.50067	6.36491
13400	4.48928	6.3488
13500	4.47797	6.33281
13600	4.46675	6.31694
13700	4.45561	6.30119
13800	4.44456	6.28556
13900	4.43359	6.27004
14000	4.4227	6.25464
14100	4.41188	6.23935
14200	4.40115	6.22417
14300	4.3905	6.2091
14400	4.37992	6.19414
14500	4.36942	6.17929
14600	4.35899	6.16454
14700	4.34864	6.1499
14800	4.33836	6.13536
14900	4.32815	6.12093
15000	4.31802	6.1066
15100	4.30795	6.09237
15200	4.29796	6.07823
15300	4.28803	6.0642
15400	4.27818	6.05026
15500	4.26839	6.03641
15600	4.25867	6.02267
15700	4.24901	6.00901
15800	4.23942	5.99545
15900	4.2299	5.98198
16000	4.22044	5.9686
16100	4.21104	5.95531
16200	4.2017	5.9421
16300	4.19243	5.92899
16400	4.18321	5.91596
16500	4.17406	5.90302
16600	4.16497	5.89016
16700	4.15594	5.87738
16800	4.14696	5.86469
16900	4.13804	5.85208
17000	4.12918	5.83955
17100	4.12038	5.8271
17200	4.11163	5.81473
17300	4.10294	5.80244
17400	4.09431	5.79022
17500	4.08572	5.77809
17600	4.0772	5.76602
17700	4.06872	5.75404
17800	4.0603	5.74213
17900	4.05193	5.73029
18000	4.04361	5.71852
18100	4.03534	5.70683
18200	4.02712	5.69521
18300	4.01895	5.68366
18400	4.01084	5.67218
18500	4.00277	5.66077
18600	3.99475	5.64942
18700	3.98677	5.63815
18800	3.97885	5.62694
18900	3.97097	5.6158
19000	3.96314	5.60473
19100	3.95535	5.59372
19200	3.94761	5.58277
19300	3.93992	5.57189
19400	3.93227	5.56107
19500	3.92467	5.55032
19600	3.9171	5.53962
19700	3.90959	5.52899
19800	3.90211	5.51842
19900	3.89468	5.50791
20000	3.88729	5.49746
20100	3.87994	5.48707
20200	3.87264	5.47674
20300	3.86537	5.46646
20400	3.85815	5.45625
20500	3.85097	5.44609
20600	3.84382	5.43598
20700	3.83672	5.42594
20800	3.82965	5.41595
20900	3.82263	5.40601
21000	3.81564	5.39613
21100	3.80869	5.3863
21200	3.80178	5.37653
21300	3.7949	5.3668
21400	3.78807	5.35714
21500	3.78127	5.34752
21600	3.7745	5.33795
21700	3.76778	5.32844
21800	3.76108	5.31898
21900	3.75443	5.30956
22000	3.74781	5.3002
22100	3.74122	5.29089
22200	3.73467	5.28162
22300	3.72815	5.2724
22400	3.72167	5.26324
22500	3.71522	5.25412
22600	3.7088	5.24504
22700	3.70242	5.23601
22800	3.69607	5.22703
22900	3.68975	5.2181
23000	3.68347	5.20921
23100	3.67722	5.20037
23200	3.67099	5.19157
23300	3.6648	5.18282
23400	3.65865	5.17411
23500	3.65252	5.16544
23600	3.64642	5.15682
23700	3.64035	5.14824
23800	3.63432	5.1397
23900	3.62831	5.13121
24000	3.62233	5.12275
24100	3.61639	5.11434
24200	3.61047	5.10597
24300	3.60458	5.09765
24400	3.59872	5.08936
24500	3.59289	5.08111
24600	3.58708	5.0729
24700	3.58131	5.06473
24800	3.57556	5.05661
24900	3.56984	5.04852
25000	3.56415	5.04046
25100	3.55848	5.03245
25200	3.55284	5.02448
25300	3.54723	5.01654
25400	3.54164	5.00864
25500	3.53608	5.00078
25600	3.53055	4.99295
25700	3.52504	4.98517
25800	3.51956	4.97741
25900	3.51411	4.9697
26000	3.50868	4.96202
26100	3.50327	4.95437
26200	3.49789	4.94676
26300	3.49253	4.93919
26400	3.4872	4.93165
26500	3.48189	4.92414
26600	3.47661	4.91667
26700	3.47135	4.90923
26800	3.46612	4.90183
26900	3.4609	4.89446
27000	3.45572	4.88712
27100	3.45055	4.87982
27200	3.44541	4.87254
27300	3.44029	4.86531
27400	3.43519	4.8581
27500	3.43012	4.85092
27600	3.42507	4.84378
27700	3.42004	4.83667
27800	3.41503	4.82959
27900	3.41005	4.82254
28000	3.40508	4.81552
28100	3.40014	4.80853
28200	3.39522	4.80157
28300	3.39032	4.79464
28400	3.38545	4.78774
28500	3.38059	4.78088
28600	3.37575	4.77404
28700	3.37094	4.76723
28800	3.36614	4.76045
28900	3.36137	4.75369
29000	3.35662	4.74697
29100	3.35188	4.74028
29200	3.34717	4.73361
29300	3.34247	4.72697
29400	3.3378	4.72036
29500	3.33314	4.71378
29600	3.32851	4.70722
29700	3.32389	4.70069
29800	3.3193	4.69419
29900	3.31472	4.68772
30000	3.31016	4.68127
30100	3.30562	4.67485
30200	3.3011	4.66846
30300	3.29659	4.66209
30400	3.29211	4.65575
30500	3.28764	4.64943
30600	3.28319	4.64314
30700	3.27876	4.63687
30800	3.27435	4.63063
30900	3.26996	4.62442
31000	3.26558	4.61823
31100	3.26122	4.61206
31200	3.25688	4.60592
31300	3.25255	4.5998
31400	3.24825	4.59371
31500	3.24395	4.58764
31600	3.23968	4.5816
31700	3.23542	4.57558
31800	3.23118	4.56958
31900	3.22696	4.56361
32000	3.22275	4.55766
32100	3.21856	4.55174
32200	3.21439	4.54583
32300	3.21023	4.53995
32400	3.20609	4.5341
32500	3.20196	4.52826
32600	3.19785	4.52245
32700	3.19376	4.51666
32800	3.18968	4.51089
32900	3.18562	4.50514
33000	3.18157	4.49942
33100	3.17754	4.49372
33200	3.17352	4.48804
33300	3.16952	4.48238
33400	3.16553	4.47674
33500	3.16156	4.47112
33600	3.15761	4.46553
33700	3.15366	4.45995
33800	3.14974	4.4544
33900	3.14582	4.44887
34000	3.14193	4.44335
34100	3.13804	4.43786
34200	3.13417	4.43239
34300	3.13032	4.42694
34400	3.12648	4.42151
34500	3.12265	4.4161
34600	3.11884	4.4107
34700	3.11504	4.40533
34800	3.11126	4.39998
34900	3.10748	4.39465
35000	3.10373	4.38933
35100	3.09998	4.38404
35200	3.09625	4.37876
35300	3.09254	4.37351
35400	3.08883	4.36827
35500	3.08514	4.36305
35600	3.08147	4.35785
35700	3.0778	4.35267
35800	3.07415	4.34751
35900	3.07051	4.34236
36000	3.06689	4.33724
36100	3.06328	4.33213
36200	3.05968	4.32704
36300	3.05609	4.32197
36400	3.05252	4.31691
36500	3.04896	4.31187
36600	3.04541	4.30686
36700	3.04187	4.30185
36800	3.03835	4.29687
36900	3.03483	4.2919
37000	3.03133	4.28695
37100	3.02784	4.28202
37200	3.02437	4.2771
37300	3.0209	4.2722
37400	3.01745	4.26732
37500	3.01401	4.26246
37600	3.01058	4.25761
37700	3.00717	4.25278
37800	3.00376	4.24796
37900	3.00037	4.24316
38000	2.99698	4.23838
38100	2.99361	4.23361
38200	2.99025	4.22886
38300	2.98691	4.22412
38400	2.98357	4.2194
38500	2.98024	4.2147
38600	2.97693	4.21001
38700	2.97362	4.20534
38800	2.97033	4.20068
38900	2.96705	4.19604
39000	2.96378	4.19142
39100	2.96052	4.1868
39200	2.95727	4.18221
39300	2.95403	4.17763
39400	2.9508	4.17306
39500	2.94758	4.16851
39600	2.94438	4.16398
39700	2.94118	4.15946
39800	2.93799	4.15495
39900	2.93482	4.15046
40000	2.93165	4.14598
40100	2.9285	4.14152
40200	2.92535	4.13707
40300	2.92222	4.13264
40400	2.91909	4.12822
40500	2.91598	4.12381
40600	2.91287	4.11942
40700	2.90978	4.11504
40800	2.90669	4.11068
40900	2.90361	4.10633
41000	2.90055	4.10199
41100	2.89749	4.09767
41200	2.89445	4.09336
41300	2.89141	4.08907
41400	2.88838	4.08479
41500	2.88536	4.08052
41600	2.88235	4.07626
41700	2.87936	4.07202
41800	2.87637	4.06779
41900	2.87338	4.06358
42000	2.87041	4.05938
42100	2.86745	4.05519
42200	2.8645	4.05101
42300	2.86155	4.04685
42400	2.85862	4.0427
42500	2.85569	4.03856
42600	2.85278	4.03444
42700	2.84987	4.03032
42800	2.84697	4.02622
42900	2.84408	4.02214
43000	2.8412	4.01806
43100	2.83833	4.014
43200	2.83546	4.00995
43300	2.83261	4.00591
43400	2.82976	4.00189
43500	2.82692	3.99787
43600	2.82409	3.99387
43700	2.82127	3.98988
43800	2.81846	3.9859
43900	2.81566	3.98194
44000	2.81286	3.97798
44100	2.81007	3.97404
44200	2.80729	3.97011
44300	2.80452	3.96619
44400	2.80176	3.96228
44500	2.799	3.95839
44600	2.79626	3.9545
44700	2.79352	3.95063
44800	2.79079	3.94677
44900	2.78807	3.94292
45000	2.78535	3.93908
45100	2.78264	3.93525
45200	2.77995	3.93144
45300	2.77725	3.92763
45400	2.77457	3.92384
45500	2.7719	3.92005
45600	2.76923	3.91628
45700	2.76657	3.91252
45800	2.76392	3.90877
45900	2.76127	3.90503
46000	2.75863	3.9013
46100	2.756	3.89758
46200	2.75338	3.89387
46300	2.75077	3.89017
46400	2.74816	3.88649
46500	2.74556	3.88281
46600	2.74297	3.87914
46700	2.74038	3.87549
46800	2.7378	3.87184
46900	2.73523	3.86821
47000	2.73267	3.86458
47100	2.73011	3.86097
47200	2.72757	3.85736
47300	2.72502	3.85377
47400	2.72249	3.85018
47500	2.71996	3.84661
47600	2.71744	3.84304
47700	2.71493	3.83949
47800	2.71242	3.83594
47900	2.70992	3.83241
48000	2.70743	3.82888
48100	2.70494	3.82537
48200	2.70246	3.82186
48300	2.69999	3.81836
48400	2.69752	3.81488
48500	2.69507	3.8114
48600	2.69261	3.80793
48700	2.69017	3.80447
48800	2.68773	3.80102
48900	2.6853	3.79758
49000	2.68287	3.79415
49100	2.68045	3.79073
49200	2.67804	3.78732
49300	2.67563	3.78392
49400	2.67323	3.78052
49500	2.67084	3.77714
49600	2.66845	3.77376
49700	2.66607	3.7704
49800	2.6637	3.76704
49900	2.66133	3.76369
50000	2.65897	3.76035
50100	2.65662	3.75702
50200	2.65427	3.7537
50300	2.65193	3.75039
50400	2.64959	3.74708
50500	2.64726	3.74379
50600	2.64493	3.7405
50700	2.64262	3.73722
50800	2.6403	3.73395
50900	2.638	3.73069
51000	2.6357	3.72744
51100	2.63341	3.7242
51200	2.63112	3.72096
51300	2.62884	3.71773
51400	2.62656	3.71452
51500	2.62429	3.71131
51600	2.62203	3.7081
51700	2.61977	3.70491
51800	2.61751	3.70172
51900	2.61527	3.69855
52000	2.61303	3.69538
52100	2.61079	3.69222
52200	2.60856	3.68906
52300	2.60634	3.68592
52400	2.60412	3.68278
52500	2.60191	3.67965
52600	2.5997	3.67653
52700	2.5975	3.67342
52800	2.5953	3.67032
52900	2.59311	3.66722
53000	2.59093	3.66413
53100	2.58875	3.66105
53200	2.58658	3.65797
53300	2.58441	3.65491
53400	2.58225	3.65185
53500	2.58009	3.6488
53600	2.57794	3.64576
53700	2.57579	3.64272
53800	2.57365	3.63969
53900	2.57152	3.63667
54000	2.56938	3.63366
54100	2.56726	3.63065
54200	2.56514	3.62766
54300	2.56303	3.62467
54400	2.56092	3.62168
54500	2.55881	3.61871
54600	2.55671	3.61574
54700	2.55462	3.61278
54800	2.55253	3.60982
54900	2.55045	3.60688
55000	2.54837	3.60394
55100	2.54629	3.601
55200	2.54423	3.59808
55300	2.54216	3.59516
55400	2.5401	3.59225
55500	2.53805	3.58935
55600	2.536	3.58645
55700	2.53396	3.58356
55800	2.53192	3.58068
55900	2.52989	3.5778
56000	2.52786	3.57493
56100	2.52584	3.57207
56200	2.52382	3.56921
56300	2.5218	3.56637
56400	2.51979	3.56352
56500	2.51779	3.56069
56600	2.51579	3.55786
56700	2.51379	3.55504
56800	2.5118	3.55223
56900	2.50982	3.54942
57000	2.50784	3.54662
57100	2.50586	3.54382
57200	2.50389	3.54103
57300	2.50192	3.53825
57400	2.49996	3.53548
57500	2.498	3.53271
57600	2.49605	3.52995
57700	2.4941	3.52719
57800	2.49216	3.52444
57900	2.49022	3.5217
58000	2.48828	3.51896
58100	2.48635	3.51623
58200	2.48443	3.51351
58300	2.48251	3.51079
58400	2.48059	3.50808
58500	2.47868	3.50538
58600	2.47677	3.50268
58700	2.47486	3.49999
58800	2.47297	3.4973
58900	2.47107	3.49462
59000	2.46918	3.49195
59100	2.46729	3.48928
59200	2.46541	3.48662
59300	2.46353	3.48396
59400	2.46166	3.48131
59500	2.45979	3.47867
59600	2.45793	3.47603
59700	2.45607	3.4734
59800	2.45421	3.47078
59900	2.45236	3.46816
60000	2.45051	3.46554
